dataSetIndex,algo_index,query_nums,single_time,accumulated_time
1,3,139,278,38533
1,3,140,274,38807
1,3,141,278,39085
1,3,142,275,39360
1,3,143,276,39636
1,3,144,275,39911
1,3,145,273,40184
1,3,146,274,40458
1,3,147,291,40749
1,3,148,275,41024
1,3,149,284,41308
1,3,150,278,41586
1,3,151,276,41862
1,3,152,277,42139
1,3,153,275,42414
1,3,154,273,42687
1,3,155,272,42959
1,3,156,280,43239
1,3,157,275,43514
1,3,158,272,43786
1,3,159,273,44059
1,3,160,274,44333
1,3,161,273,44606
1,3,162,281,44887
1,3,163,283,45170
1,3,164,283,45453
1,3,165,276,45729
1,3,166,277,46006
1,3,167,278,46284
1,3,168,283,46567
1,3,169,274,46841
1,3,170,288,47129
1,3,171,276,47405
1,3,172,278,47683
1,3,173,280,47963
1,3,174,278,48241
1,3,175,277,48518
1,3,176,277,48795
1,3,177,273,49068
1,3,178,275,49343
1,3,179,276,49619
1,3,180,277,49896
1,3,181,275,50171
1,3,182,275,50446
1,3,183,276,50722
1,3,184,278,51000
1,3,185,274,51274
1,3,186,275,51549
1,3,187,276,51825
1,3,188,278,52103
1,3,189,271,52374
1,3,190,278,52652
1,3,191,280,52932
1,3,192,278,53210
1,3,193,278,53488
1,3,194,272,53760
1,3,195,274,54034
1,3,196,277,54311
1,3,197,277,54588
1,3,198,275,54863
1,3,199,278,55141
1,3,200,273,55414
1,4,1,212,212
1,4,2,211,423
1,4,3,213,636
1,4,4,214,850
1,4,5,212,1062
1,4,6,217,1279
1,4,7,219,1498
1,4,8,223,1721
1,4,9,226,1947
1,4,10,227,2174
1,4,11,231,2405
1,4,12,232,2637
1,4,13,227,2864
1,4,14,229,3093
1,4,15,229,3322
1,4,16,231,3553
1,4,17,228,3781
1,4,18,232,4013
1,4,19,231,4244
1,4,20,229,4473
1,4,21,226,4699
1,4,22,227,4926
1,4,23,227,5153
1,4,24,228,5381
1,4,25,227,5608
1,4,26,228,5836
1,4,27,232,6068
1,4,28,231,6299
1,4,29,226,6525
1,4,30,227,6752
1,4,31,228,6980
1,4,32,225,7205
1,4,33,225,7430
1,4,34,227,7657
1,4,35,225,7882
1,4,36,226,8108
1,4,37,225,8333
1,4,38,224,8557
1,4,39,226,8783
1,4,40,228,9011
1,4,41,227,9238
1,4,42,228,9466
1,4,43,229,9695
1,4,44,229,9924
1,4,45,228,10152
1,4,46,226,10378
1,4,47,224,10602
1,4,48,232,10834
1,4,49,224,11058
1,4,50,224,11282
1,4,51,227,11509
1,4,52,226,11735
1,4,53,230,11965
1,4,54,231,12196
1,4,55,225,12421
1,4,56,234,12655
1,4,57,229,12884
1,4,58,230,13114
1,4,59,232,13346
1,4,60,228,13574
1,4,61,229,13803
1,4,62,236,14039
1,4,63,243,14282
1,4,64,233,14515
1,4,65,235,14750
1,4,66,234,14984
1,4,67,238,15222
1,4,68,233,15455
1,4,69,243,15698
1,4,70,232,15930
1,4,71,240,16170
1,4,72,232,16402
1,4,73,230,16632
1,4,74,231,16863
1,4,75,224,17087
1,4,76,228,17315
1,4,77,225,17540
1,4,78,231,17771
1,4,79,223,17994
1,4,80,228,18222
1,4,81,227,18449
1,4,82,228,18677
1,4,83,229,18906
1,4,84,229,19135
1,4,85,227,19362
1,4,86,229,19591
1,4,87,229,19820
1,4,88,229,20049
1,4,89,235,20284
1,4,90,228,20512
1,4,91,237,20749
1,4,92,229,20978
1,4,93,227,21205
1,4,94,225,21430
1,4,95,224,21654
1,4,96,226,21880
1,4,97,224,22104
1,4,98,232,22336
1,4,99,225,22561
1,4,100,233,22794
1,4,101,227,23021
1,4,102,226,23247
1,4,103,225,23472
1,4,104,226,23698
1,4,105,225,23923
1,4,106,222,24145
1,4,107,225,24370
1,4,108,231,24601
1,4,109,224,24825
1,4,110,225,25050
1,4,111,227,25277
1,4,112,228,25505
1,4,113,227,25732
1,4,114,224,25956
1,4,115,225,26181
1,4,116,224,26405
1,4,117,223,26628
1,4,118,230,26858
1,4,119,228,27086
1,4,120,231,27317
1,4,121,226,27543
1,4,122,227,27770
1,4,123,226,27996
1,4,124,231,28227
1,4,125,232,28459
1,4,126,227,28686
1,4,127,222,28908
1,4,128,230,29138
1,4,129,232,29370
1,4,130,227,29597
1,4,131,226,29823
1,4,132,227,30050
1,4,133,230,30280
1,4,134,229,30509
1,4,135,229,30738
1,4,136,227,30965
1,4,137,226,31191
1,4,138,227,31418
1,4,139,229,31647
1,4,140,221,31868
1,4,141,231,32099
1,4,142,225,32324
1,4,143,230,32554
1,4,144,226,32780
1,4,145,235,33015
1,4,146,232,33247
1,4,147,229,33476
1,4,148,228,33704
1,4,149,225,33929
1,4,150,224,34153
1,4,151,226,34379
1,4,152,228,34607
1,4,153,225,34832
1,4,154,225,35057
1,4,155,223,35280
1,4,156,225,35505
1,4,157,228,35733
1,4,158,225,35958
1,4,159,225,36183
1,4,160,224,36407
1,4,161,227,36634
1,4,162,226,36860
1,4,163,226,37086
1,4,164,224,37310
1,4,165,226,37536
1,4,166,226,37762
1,4,167,228,37990
1,4,168,228,38218
1,4,169,226,38444
1,4,170,225,38669
1,4,171,227,38896
1,4,172,227,39123
1,4,173,230,39353
1,4,174,228,39581
1,4,175,225,39806
1,4,176,228,40034
1,4,177,227,40261
1,4,178,226,40487
1,4,179,230,40717
1,4,180,230,40947
1,4,181,233,41180
1,4,182,228,41408
1,4,183,233,41641
1,4,184,228,41869
1,4,185,226,42095
1,4,186,226,42321
1,4,187,225,42546
1,4,188,225,42771
1,4,189,225,42996
1,4,190,227,43223
1,4,191,229,43452
1,4,192,228,43680
1,4,193,225,43905
1,4,194,225,44130
1,4,195,229,44359
1,4,196,225,44584
1,4,197,226,44810
1,4,198,225,45035
1,4,199,225,45260
1,4,200,226,45486
1,5,1,462,462
1,5,2,526,988
1,5,3,530,1518
1,5,4,437,1955
1,5,5,492,2447
1,5,6,436,2883
1,5,7,487,3370
1,5,8,377,3747
1,5,9,420,4167
1,5,10,415,4582
1,5,11,308,4890
1,5,12,260,5150
1,5,13,198,5348
1,5,14,244,5592
1,5,15,207,5799
1,5,16,143,5942
1,5,17,216,6158
1,5,18,168,6326
1,5,19,179,6505
1,5,20,158,6663
1,5,21,168,6831
1,5,22,171,7002
1,5,23,214,7216
1,5,24,193,7409
1,5,25,220,7629
1,5,26,226,7855
1,5,27,201,8056
1,5,28,178,8234
1,5,29,179,8413
1,5,30,163,8576
1,5,31,189,8765
1,5,32,76,8841
1,5,33,78,8919
1,5,34,174,9093
1,5,35,163,9256
1,5,36,77,9333
1,5,37,189,9522
1,5,38,181,9703
1,5,39,187,9890
1,5,40,181,10071
1,5,41,222,10293
1,5,42,205,10498
1,5,43,184,10682
1,5,44,178,10860
1,5,45,140,11000
1,5,46,166,11166
1,5,47,127,11293
1,5,48,124,11417
1,5,49,75,11492
1,5,50,156,11648
1,5,51,165,11813
1,5,52,190,12003
1,5,53,184,12187
1,5,54,181,12368
1,5,55,76,12444
1,5,56,145,12589
1,5,57,179,12768
1,5,58,160,12928
1,5,59,226,13154
1,5,60,209,13363
1,5,61,165,13528
1,5,62,178,13706
1,5,63,162,13868
1,5,64,160,14028
1,5,65,203,14231
1,5,66,181,14412
1,5,67,204,14616
1,5,68,77,14693
1,5,69,203,14896
1,5,70,186,15082
1,5,71,188,15270
1,5,72,209,15479
1,5,73,220,15699
1,5,74,217,15916
1,5,75,207,16123
1,5,76,204,16327
1,5,77,212,16539
1,5,78,191,16730
1,5,79,202,16932
1,5,80,126,17058
1,5,81,208,17266
1,5,82,189,17455
1,5,83,221,17676
1,5,84,187,17863
1,5,85,171,18034
1,5,86,165,18199
1,5,87,163,18362
1,5,88,160,18522
1,5,89,181,18703
1,5,90,152,18855
1,5,91,151,19006
1,5,92,169,19175
1,5,93,198,19373
1,5,94,197,19570
1,5,95,196,19766
1,5,96,200,19966
1,5,97,159,20125
1,5,98,174,20299
1,5,99,187,20486
1,5,100,173,20659
1,5,101,203,20862
1,5,102,188,21050
1,5,103,182,21232
1,5,104,162,21394
1,5,105,168,21562
1,5,106,168,21730
1,5,107,170,21900
1,5,108,174,22074
1,5,109,157,22231
1,5,110,167,22398
1,5,111,154,22552
1,5,112,152,22704
1,5,113,204,22908
1,5,114,186,23094
1,5,115,173,23267
1,5,116,224,23491
1,5,117,220,23711
1,5,118,176,23887
1,5,119,167,24054
1,5,120,171,24225
1,5,121,207,24432
1,5,122,195,24627
1,5,123,167,24794
1,5,124,207,25001
1,5,125,153,25154
1,5,126,187,25341
1,5,127,208,25549
1,5,128,174,25723
1,5,129,165,25888
1,5,130,196,26084
1,5,131,173,26257
1,5,132,158,26415
1,5,133,147,26562
1,5,134,198,26760
1,5,135,196,26956
1,5,136,174,27130
1,5,137,163,27293
1,5,138,159,27452
1,5,139,192,27644
1,5,140,223,27867
1,5,141,184,28051
1,5,142,207,28258
1,5,143,172,28430
1,5,144,163,28593
1,5,145,175,28768
1,5,146,147,28915
1,5,147,188,29103
1,5,148,194,29297
1,5,149,202,29499
1,5,150,228,29727
1,5,151,211,29938
1,5,152,208,30146
1,5,153,209,30355
1,5,154,216,30571
1,5,155,189,30760
1,5,156,182,30942
1,5,157,84,31026
1,5,158,177,31203
1,5,159,177,31380
1,5,160,179,31559
1,5,161,179,31738
1,5,162,185,31923
1,5,163,81,32004
1,5,164,183,32187
1,5,165,187,32374
1,5,166,205,32579
1,5,167,178,32757
1,5,168,185,32942
1,5,169,186,33128
1,5,170,199,33327
1,5,171,159,33486
1,5,172,201,33687
1,5,173,178,33865
1,5,174,198,34063
1,5,175,213,34276
1,5,176,194,34470
1,5,177,178,34648
1,5,178,178,34826
1,5,179,191,35017
1,5,180,197,35214
1,5,181,184,35398
1,5,182,178,35576
1,5,183,182,35758
1,5,184,175,35933
1,5,185,157,36090
1,5,186,158,36248
1,5,187,157,36405
1,5,188,156,36561
1,5,189,174,36735
1,5,190,92,36827
1,5,191,181,37008
1,5,192,194,37202
1,5,193,185,37387
1,5,194,196,37583
1,5,195,168,37751
1,5,196,198,37949
1,5,197,187,38136
1,5,198,206,38342
1,5,199,150,38492
1,5,200,171,38663
1,6,1,486,486
1,6,2,469,955
1,6,3,464,1419
1,6,4,466,1885
1,6,5,471,2356
1,6,6,468,2824
1,6,7,471,3295
1,6,8,469,3764
1,6,9,461,4225
1,6,10,470,4695
1,6,11,477,5172
1,6,12,483,5655
1,6,13,486,6141
1,6,14,489,6630
1,6,15,472,7102
1,6,16,484,7586
1,6,17,475,8061
1,6,18,479,8540
1,6,19,466,9006
1,6,20,474,9480
1,6,21,464,9944
1,6,22,464,10408
1,6,23,463,10871
1,6,24,464,11335
1,6,25,458,11793
1,6,26,466,12259
1,6,27,465,12724
1,6,28,473,13197
1,6,29,462,13659
1,6,30,476,14135
1,6,31,463,14598
1,6,32,463,15061
1,6,33,466,15527
1,6,34,465,15992
1,6,35,469,16461
1,6,36,464,16925
1,6,37,469,17394
1,6,38,474,17868
1,6,39,466,18334
1,6,40,474,18808
1,6,41,457,19265
1,6,42,460,19725
1,6,43,461,20186
1,6,44,464,20650
1,6,45,461,21111
1,6,46,461,21572
1,6,47,468,22040
1,6,48,460,22500
1,6,49,460,22960
1,6,50,464,23424
1,6,51,460,23884
1,6,52,462,24346
1,6,53,463,24809
1,6,54,465,25274
1,6,55,466,25740
1,6,56,464,26204
1,6,57,467,26671
1,6,58,463,27134
1,6,59,463,27597
1,6,60,462,28059
1,6,61,464,28523
1,6,62,466,28989
1,6,63,466,29455
1,6,64,469,29924
1,6,65,468,30392
1,6,66,464,30856
1,6,67,479,31335
1,6,68,462,31797
1,6,69,461,32258
